,PLAYER NAME,PLAYER TEAM,PLAYER POSITION,STATUS,PROJ,PASSING YDS,PASSING TD,PASSING INT,RUSHING CAR,RUSHING YDS,RUSHING TD,RECEIVING REC,RECEIVING YDS,RECEIVING TD,RECEIVING TAR,MISC 2PC,MISC FUML,MISC TD,TOTAL,PASSING COMPLETION,PASSING ATTEMPTS,Opponent,Location,Date
2259,Michael Mayer,LV,TE,L 18-23,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,Pit,Home,9/26/2023
2260,Samori Toure,GB,WR,W 18-17,4.8,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,NO,Home,9/26/2023
2261,MyCole Pruitt,Atl,TE,L 6-20,0,0,0,0,0,0,0,1,10,0,1,0,0,0,2,0,0,Det,Away,9/26/2023
2262,Dalton Schultz,Hou,TE,W 37-17,8.9,0,0,0,0,0,0,1,9,0,3,0,0,0,1.9,0,0,Jax,Away,9/26/2023
2263,Noah Gray,KC,TE,W 41-10,3.4,0,0,0,0,0,0,1,9,0,2,0,0,0,1.9,0,0,Chi,Home,9/26/2023
2264,C.J. Uzomah,NYJ,TE,L 10-15,1.7,0,0,0,0,0,0,1,9,0,1,0,0,0,1.9,0,0,NE,Home,9/26/2023
2265,Trey Palmer,TB,WR,L 11-25,4.3,0,0,0,0,0,0,1,8,0,1,0,0,0,1.8,0,0,Phi,Home,9/26/2023
2266,Daniel Bellinger,NYG,TE,L 12-30,2.1,0,0,0,0,0,0,1,8,0,1,0,0,0,1.8,0,0,SF,Away,9/26/2023
2267,Ian Thomas,Car,TE,L 27-37,0.4,0,0,0,0,0,0,1,8,0,1,0,0,0,1.8,0,0,Sea,Away,9/26/2023
2268,Laviska Shenault Jr.,Car,WR,L 27-37,2.5,0,0,0,2,7,0,1,0,0,1,0,0,0,1.7,0,0,Sea,Away,9/26/2023
2269,C.J. Ham,Min,RB,L 24-28,1.4,0,0,0,0,0,0,1,7,0,1,0,0,0,1.7,0,0,LAC,Home,9/26/2023
2270,Drew Sample,Cin,TE,W 19-16,4.8,0,0,0,0,0,0,1,7,0,1,0,0,0,1.7,0,0,LAR,Home,9/26/2023
2271,Rashod Bateman,Bal,WR,L 19-22,6.7,0,0,0,0,0,0,1,6,0,3,0,0,0,1.6,0,0,Ind,Home,9/26/2023
2272,Charlie Jones,Cin,WR,W 19-16,0.1,0,0,0,0,0,0,1,6,0,2,0,0,0,1.6,0,0,LAR,Home,9/26/2023
2273,Tyler Scott,Chi,WR,L 10-41,1,0,0,0,0,0,0,1,6,0,3,0,0,0,1.6,0,0,KC,Away,9/26/2023
2274,Jack Stoll,Phi,TE,W 25-11,0.4,0,0,0,0,0,0,1,6,0,2,0,0,0,1.6,0,0,TB,Away,9/26/2023
2275,Treylon Burks,Ten,WR,L 3-27,8.8,0,0,0,0,0,0,1,5,0,6,0,0,0,1.5,0,0,Cle,Away,9/26/2023
2276,JuJu Smith-Schuster,NE,WR,W 15-10,7.9,0,0,0,0,0,0,1,5,0,3,0,0,0,1.5,0,0,NYJ,Away,9/26/2023
2277,Damien Harris,Buf,RB,W 37-3,3.1,0,0,0,5,15,0,0,0,0,0,0,0,0,1.5,0,0,Wsh,Away,9/26/2023
2278,Craig Reynolds,Det,RB,W 20-6,9.2,0,0,0,4,15,0,0,0,0,0,0,0,0,1.5,0,0,Atl,Home,9/26/2023
2279,Jaleel McLaughlin,Den,RB,L 20-70,1.7,0,0,0,5,15,0,0,0,0,0,0,0,0,1.5,0,0,Mia,Away,9/26/2023
2280,DeeJay Dallas,Sea,RB,W 37-27,2.1,0,0,0,2,7,0,1,-2,0,1,0,0,0,1.5,0,0,Car,Home,9/26/2023
2281,Khalil Shakir,Buf,WR,W 37-3,1.1,0,0,0,0,0,0,1,5,0,1,0,0,0,1.5,0,0,Wsh,Away,9/26/2023
2282,Brandon Powell,Min,WR,L 24-28,0.3,0,0,0,0,0,0,1,5,0,1,0,0,0,1.5,0,0,LAC,Home,9/26/2023
2283,Luke Farrell,Jax,TE,L 17-37,0.2,0,0,0,0,0,0,1,4,0,1,0,0,0,1.4,0,0,Hou,Home,9/26/2023
2284,Michael Carter,NYJ,RB,L 10-15,4.4,0,0,0,0,0,0,1,3,0,1,0,0,0,1.3,0,0,NE,Home,9/26/2023
2285,Zonovan Knight,Det,RB,W 20-6,3.2,0,0,0,3,13,0,0,0,0,0,0,0,0,1.3,0,0,Atl,Home,9/26/2023
2286,Ben Skowronek,LAR,WR,L 16-19,4.1,0,0,0,0,0,0,1,3,0,1,0,0,0,1.3,0,0,Cin,Away,9/26/2023
2287,Isaiah McKenzie,Ind,WR,W 22-19,2.9,0,0,0,0,0,0,1,3,0,1,0,0,0,1.3,0,0,Bal,Away,9/26/2023
2288,Peyton Hendershot,Dal,TE,L 16-28,1.1,0,0,0,0,0,0,1,3,0,1,0,0,0,1.3,0,0,Ari,Away,9/26/2023
2289,Derius Davis,LAC,WR,W 28-24,0.9,0,0,0,0,0,0,1,3,0,1,0,0,0,1.3,0,0,Min,Away,9/26/2023
2290,Trey McBride,Ari,TE,W 28-16,4.6,0,0,0,0,0,0,1,2,0,1,0,0,0,1.2,0,0,Dal,Home,9/26/2023
2291,Jordan Mason,SF,RB,W 30-12,0,0,0,0,3,11,0,0,0,0,0,0,0,0,1.1,0,0,NYG,Home,9/26/2023
2292,Kadarius Toney,KC,WR,W 41-10,9.1,0,0,0,0,0,0,1,-1,0,1,0,0,0,0.9,0,0,Chi,Home,9/26/2023
2293,Isaiah Spiller,LAC,RB,W 28-24,2.7,0,0,0,2,7,0,0,0,0,0,0,0,0,0.7,0,0,Min,Away,9/26/2023
2294,Sam Howell,Wsh,QB,L 3-37,15,170,0,4,1,18,0,0,0,0,0,0,0,0,0.6,19,29,Buf,Home,9/26/2023
2295,Trayveon Williams,Cin,RB,W 19-16,4.7,0,0,0,1,4,0,0,0,0,2,0,0,0,0.4,0,0,LAR,Home,9/26/2023
2296,Harrison Bryant,Cle,TE,W 27-3,2.1,0,0,0,2,4,0,0,0,0,0,0,0,0,0.4,0,0,Ten,Home,9/26/2023
2297,C.J. Beathard,Jax,QB,L 17-37,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.36,2,2,Hou,Home,9/26/2023
2298,Kyle Juszczyk,SF,RB,W 30-12,1.2,0,0,0,1,3,0,0,0,0,0,0,0,0,0.3,0,0,NYG,Home,9/26/2023
2299,Emari Demercado,Ari,RB,W 28-16,1.5,0,0,0,2,2,0,0,0,0,0,0,0,0,0.2,0,0,Dal,Home,9/26/2023
2300,Tyrod Taylor,NYG,QB,L 12-30,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0.2,0,1,SF,Away,9/26/2023
2301,Sean Tucker,TB,RB,L 11-25,5.3,0,0,0,2,1,0,0,0,0,0,0,0,0,0.1,0,0,Phi,Home,9/26/2023
2302,Marquise Goodwin,Cle,WR,W 27-3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0.1,0,0,Ten,Home,9/26/2023
2303,Austin Ekeler,LAC,RB,W 28-24,0,,,,,,,,,,,,,,,,,Min,Away,9/26/2023
2304,Saquon Barkley,NYG,RB,L 12-30,0,,,,,,,,,,,,,,,,,SF,Away,9/26/2023
2305,Cooper Kupp,LAR,WR,L 16-19,0,,,,,,,,,,,,,,,,,Cin,Away,9/26/2023
2306,Jaylen Waddle,Mia,WR,W 70-20,0,,,,,,,,,,,,,,,,,Den,Home,9/26/2023
2307,Aaron Jones,GB,RB,W 18-17,0,,,,,,,,,,,,,,,,,NO,Home,9/26/2023
2308,Jonathan Taylor,Ind,RB,W 22-19,0,,,,,,,,,,,,,,,,,Bal,Away,9/26/2023
2309,Alvin Kamara,NO,RB,L 17-18,0,,,,,,,,,,,,,,,,,GB,Away,9/26/2023
2310,Brandon Aiyuk,SF,WR,W 30-12,0,,,,,,,,,,,,,,,,,NYG,Home,9/26/2023
2311,Christian Watson,GB,WR,W 18-17,0,,,,,,,,,,,,,,,,,NO,Home,9/26/2023
2312,David Montgomery,Det,RB,W 20-6,0,,,,,,,,,,,,,,,,,Atl,Home,9/26/2023
2313,Anthony Richardson,Ind,QB,W 22-19,0,,,,,,,,,,,,,,,,,Bal,Away,9/26/2023
2314,Diontae Johnson,Pit,WR,W 23-18,0,,,,,,,,,,,,,,,,,LV,Away,9/26/2023
2315,Cam Akers,Min,RB,L 24-28,0,,,,,,,,,,,,,,,,,LAC,Home,9/26/2023
2316,Odell Beckham Jr.,Bal,WR,L 19-22,0,,,,,,,,,,,,,,,,,Ind,Home,9/26/2023
2317,Jamaal Williams,NO,RB,L 17-18,0,,,,,,,,,,,,,,,,,GB,Away,9/26/2023
2318,Darnell Mooney,Chi,WR,L 10-41,9.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,KC,Away,9/26/2023
2319,Zay Jones,Jax,WR,L 17-37,0,,,,,,,,,,,,,,,,,Hou,Home,9/26/2023
2320,Nick Chubb,Cle,RB,W 27-3,0,,,,,,,,,,,,,,,,,Ten,Home,9/26/2023
2321,Rashaad Penny,Phi,RB,W 25-11,1.6,,,,,,,,,,,,,,,,,TB,Away,9/26/2023
2322,Jeff Wilson Jr.,Mia,RB,W 70-20,0,,,,,,,,,,,,,,,,,Den,Home,9/26/2023
2323,Justice Hill,Bal,RB,L 19-22,0,,,,,,,,,,,,,,,,,Ind,Home,9/26/2023
2324,Josh Reynolds,Det,WR,W 20-6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atl,Home,9/26/2023
2325,J.K. Dobbins,Bal,RB,L 19-22,0,,,,,,,,,,,,,,,,,Ind,Home,9/26/2023
2326,Aaron Rodgers,NYJ,QB,L 10-15,0,,,,,,,,,,,,,,,,,NE,Home,9/26/2023
2327,Jameson Williams,Det,WR,W 20-6,0,,,,,,,,,,,,,,,,,Atl,Home,9/26/2023
2328,Kyler Murray,Ari,QB,W 28-16,0,,,,,,,,,,,,,,,,,Dal,Home,9/26/2023
2329,Bryce Young,Car,QB,L 27-37,0,,,,,,,,,,,,,,,,,Sea,Away,9/26/2023
2330,Greg Dulcich,Den,TE,L 20-70,0,,,,,,,,,,,,,,,,,Mia,Away,9/26/2023
2331,Logan Thomas,Wsh,TE,L 3-37,0,,,,,,,,,,,,,,,,,Buf,Home,9/26/2023
2332,D'Onta Foreman,Chi,RB,L 10-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KC,Away,9/26/2023
2333,Deuce Vaughn,Dal,RB,L 16-28,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ari,Away,9/26/2023
2334,Cordarrelle Patterson,Atl,RB,L 6-20,0,,,,,,,,,,,,,,,,,Det,Away,9/26/2023
2335,Evan Hull,Ind,RB,W 22-19,0,,,,,,,,,,,,,,,,,Bal,Away,9/26/2023
2336,Jalin Hyatt,NYG,WR,L 12-30,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SF,Away,9/26/2023
2337,Irv Smith Jr.,Cin,TE,W 19-16,0,,,,,,,,,,,,,,,,,LAR,Home,9/26/2023
2338,Isaiah Hodgins,NYG,WR,L 12-30,7.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SF,Away,9/26/2023
2339,Marvin Jones Jr.,Det,WR,W 20-6,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atl,Home,9/26/2023
2340,Keaton Mitchell,Bal,RB,L 19-22,0,,,,,,,,,,,,,,,,,Ind,Home,9/26/2023
2341,Aidan O'Connell,LV,QB,L 18-23,0,,,,,,,,,,,,,,,,,Pit,Home,9/26/2023
2342,Jelani Woods,Ind,TE,W 22-19,0,,,,,,,,,,,,,,,,,Bal,Away,9/26/2023
2343,Mecole Hardman Jr.,NYJ,WR,L 10-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,Home,9/26/2023
2344,Tyquan Thornton,NE,WR,W 15-10,0,,,,,,,,,,,,,,,,,NYJ,Away,9/26/2023
2345,Justyn Ross,KC,WR,W 41-10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Chi,Home,9/26/2023
2346,Zamir White,LV,RB,L 18-23,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pit,Home,9/26/2023
2347,Chase Edmonds,TB,RB,L 11-25,0,,,,,,,,,,,,,,,,,Phi,Home,9/26/2023
2348,Elijah Dotson,LAC,RB,W 28-24,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Min,Away,9/26/2023
2349,Dorian Thompson-Robinson,Cle,QB,W 27-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,Home,9/26/2023
2350,Salvon Ahmed,Mia,RB,W 70-20,0,,,,,,,,,,,,,,,,,Den,Home,9/26/2023
2351,Chase Brown,Cin,RB,W 19-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAR,Home,9/26/2023
2352,Tom Brady,TB,QB,L 11-25,0,,,,,,,,,,,,,,,,,Phi,Home,9/26/2023
2353,Nick Westbrook-Ikhine,Ten,WR,L 3-27,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cle,Away,9/26/2023
2354,Raheem Blackshear,Car,RB,L 27-37,0,,,,,,,,,,,,,,,,,Sea,Away,9/26/2023
2355,Austin Hooper,LV,TE,L 18-23,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pit,Home,9/26/2023
2356,Trey Lance,Dal,QB,L 16-28,0,,,,,,,,,,,,,,,,,Ari,Away,9/26/2023
2357,Quez Watkins,Phi,WR,W 25-11,0,,,,,,,,,,,,,,,,,TB,Away,9/26/2023
2358,Darnell Washington,Pit,TE,W 23-18,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LV,Away,9/26/2023
2359,Luke Schoonmaker,Dal,TE,L 16-28,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ari,Away,9/26/2023
2360,Adam Trautman,Den,TE,L 20-70,6.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Mia,Away,9/26/2023
2361,Boston Scott,Phi,RB,W 25-11,0,,,,,,,,,,,,,,,,,TB,Away,9/26/2023
2362,Chris Evans,Cin,RB,W 19-16,3,,,,,,,,,,,,,,,,,LAR,Home,9/26/2023
2363,Brian Hoyer,LV,QB,L 18-23,0,,,,,,,,,,,,,,,,,Pit,Home,9/26/2023
2364,Ronnie Rivers,LAR,RB,L 16-19,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cin,Away,9/26/2023
2365,Sterling Shepard,NYG,WR,L 12-30,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SF,Away,9/26/2023
2366,Cedric Tillman,Cle,WR,W 27-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,Home,9/26/2023
2367,Will Levis,Ten,QB,L 3-27,0,,,,,,,,,,,,,,,,,Cle,Away,9/26/2023
2368,KaVontae Turpin,Dal,WR,L 16-28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ari,Away,9/26/2023
2369,Ty Montgomery II,NE,RB,W 15-10,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYJ,Away,9/26/2023
2370,Zach Evans,LAR,RB,L 16-19,0,,,,,,,,,,,,,,,,,Cin,Away,9/26/2023
2371,Kyle Trask,TB,QB,L 11-25,0,,,,,,,,,,,,,,,,,Phi,Home,9/26/2023
2372,Devin Duvernay,Bal,WR,L 19-22,3.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ind,Home,9/26/2023
2373,Dare Ogunbowale,Hou,RB,W 37-17,0,,,,,,,,,,,,,,,,,Jax,Away,9/26/2023
2374,Kene Nwangwu,Min,RB,L 24-28,0,,,,,,,,,,,,,,,,,LAC,Home,9/26/2023
2375,Will Dissly,Sea,TE,W 37-27,0,,,,,,,,,,,,,,,,,Car,Home,9/26/2023
2376,Jake Browning,Cin,QB,W 19-16,0,,,,,,,,,,,,,,,,,LAR,Home,9/26/2023
2377,Chris Rodriguez Jr.,Wsh,RB,L 3-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buf,Home,9/26/2023
2378,Ke'Shawn Vaughn,TB,RB,L 11-25,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phi,Home,9/26/2023
2379,Myles Gaskin,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/26/2023
2380,Eric Gray,NYG,RB,L 12-30,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SF,Away,9/26/2023
2381,Marcus Mariota,Phi,QB,W 25-11,0,,,,,,,,,,,,,,,,,TB,Away,9/26/2023
2382,Stetson Bennett,LAR,QB,L 16-19,0,,,,,,,,,,,,,,,,,Cin,Away,9/26/2023
2383,Hendon Hooker,Det,QB,W 20-6,0,,,,,,,,,,,,,,,,,Atl,Home,9/26/2023
2384,Kayshon Boutte,NE,WR,W 15-10,0,,,,,,,,,,,,,,,,,NYJ,Away,9/26/2023
2385,Jacoby Brissett,Wsh,QB,L 3-37,0,,,,,,,,,,,,,,,,,Buf,Home,9/26/2023
2386,Jalen Tolbert,Dal,WR,L 16-28,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ari,Away,9/26/2023
2387,Russell Gage,TB,WR,L 11-25,0,,,,,,,,,,,,,,,,,Phi,Home,9/26/2023
2388,Blake Bell,KC,TE,W 41-10,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chi,Home,9/26/2023
2389,Israel Abanikanda,NYJ,RB,L 10-15,0,,,,,,,,,,,,,,,,,NE,Home,9/26/2023
2390,Anthony McFarland Jr.,Pit,RB,W 23-18,0,,,,,,,,,,,,,,,,,LV,Away,9/26/2023
2391,Tucker Kraft,GB,TE,W 18-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,Home,9/26/2023
2392,Corey Davis,NYJ,WR,L 10-15,0,,,,,,,,,,,,,,,,,NE,Home,9/26/2023
2393,Taylor Heinicke,Atl,QB,L 6-20,0,,,,,,,,,,,,,,,,,Det,Away,9/26/2023
2394,Ben Roethlisberger,Pit,QB,W 23-18,0,,,,,,,,,,,,,,,,,LV,Away,9/26/2023
2395,Julius Chestnut,Ten,RB,L 3-27,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cle,Away,9/26/2023
2396,Connor Heyward,Pit,TE,W 23-18,1.1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,LV,Away,9/26/2023
2397,Richie James,KC,WR,W 41-10,0,,,,,,,,,,,,,,,,,Chi,Home,9/26/2023
2398,Nyheim Hines,Buf,RB,W 37-3,0,,,,,,,,,,,,,,,,,Wsh,Away,9/26/2023
2399,Tyler Huntley,Bal,QB,L 19-22,0,,,,,,,,,,,,,,,,,Ind,Home,9/26/2023
2400,Hassan Haskins,Ten,RB,L 3-27,0,,,,,,,,,,,,,,,,,Cle,Away,9/26/2023
2401,Robert Tonyan,Chi,TE,L 10-41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KC,Away,9/26/2023
2402,Tim Patrick,Den,WR,L 20-70,0,,,,,,,,,,,,,,,,,Mia,Away,9/26/2023
2403,Ray-Ray McCloud III,SF,WR,W 30-12,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYG,Home,9/26/2023
2404,Cedrick Wilson Jr.,Mia,WR,W 70-20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Den,Home,9/26/2023
2405,Malik Willis,Ten,QB,L 3-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cle,Away,9/26/2023
2406,Alec Ingold,Mia,RB,W 70-20,3.3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Den,Home,9/26/2023
2407,Brock Wright,Det,TE,W 20-6,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atl,Home,9/26/2023
2408,JaMycal Hasty,Jax,RB,L 17-37,0,,,,,,,,,,,,,,,,,Hou,Home,9/26/2023
2409,Clayton Tune,Ari,QB,W 28-16,0,,,,,,,,,,,,,,,,,Dal,Home,9/26/2023
2410,Foster Moreau,NO,TE,L 17-18,0,,,,,,,,,,,,,,,,,GB,Away,9/26/2023
2411,Mitch Trubisky,Pit,QB,W 23-18,0,,,,,,,,,,,,,,,,,LV,Away,9/26/2023
2412,Xavier Gipson,NYJ,WR,L 10-15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,Home,9/26/2023
2413,Kenny McIntosh,Sea,RB,W 37-27,0,,,,,,,,,,,,,,,,,Car,Home,9/26/2023
2414,Equanimeous St. Brown,Chi,WR,L 10-41,0,,,,,,,,,,,,,,,,,KC,Away,9/26/2023
2415,Teddy Bridgewater,Det,QB,W 20-6,0,,,,,,,,,,,,,,,,,Atl,Home,9/26/2023
2416,Sean Clifford,GB,QB,W 18-17,0,,,,,,,,,,,,,,,,,NO,Home,9/26/2023
2417,Albert Okwuegbunam,Phi,TE,W 25-11,0,,,,,,,,,,,,,,,,,TB,Away,9/26/2023
2418,Cooper Rush,Dal,QB,L 16-28,0,,,,,,,,,,,,,,,,,Ari,Away,9/26/2023
2419,Trenton Irwin,Cin,WR,W 19-16,1.2,,,,,,,,,,,,,,,,,LAR,Home,9/26/2023
2420,Tyrion Davis-Price,SF,RB,W 30-12,0,,,,,,,,,,,,,,,,,NYG,Home,9/26/2023
2421,Drew Lock,Sea,QB,W 37-27,0,,,,,,,,,,,,,,,,,Car,Home,9/26/2023
2422,Noah Brown,Hou,WR,W 37-17,0,,,,,,,,,,,,,,,,,Jax,Away,9/26/2023
2423,Bailey Zappe,NE,QB,W 15-10,0,,,,,,,,,,,,,,,,,NYJ,Away,9/26/2023
2424,Brandon Bolden,LV,RB,L 18-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pit,Home,9/26/2023
2425,Mo Alie-Cox,Ind,TE,W 22-19,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bal,Away,9/26/2023
2426,Jarrett Stidham,Den,QB,L 20-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mia,Away,9/26/2023
2427,Tyson Bagent,Chi,QB,L 10-41,0,,,,,,,,,,,,,,,,,KC,Away,9/26/2023
2428,David Bell,Cle,WR,W 27-3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,Home,9/26/2023
2429,A.T. Perry,NO,WR,L 17-18,0,,,,,,,,,,,,,,,,,GB,Away,9/26/2023
2430,Greg Dortch,Ari,WR,W 28-16,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dal,Home,9/26/2023
2431,Andrei Iosivas,Cin,WR,W 19-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAR,Home,9/26/2023
2432,Dyami Brown,Wsh,WR,L 3-37,3.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Buf,Home,9/26/2023
2433,Erik Ezukanma,Mia,WR,W 70-20,0,,,,,,,,,,,,,,,,,Den,Home,9/26/2023
2434,Travis Homer,Chi,RB,L 10-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KC,Away,9/26/2023
2435,Mike Boone,Hou,RB,W 37-17,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jax,Away,9/26/2023
2436,Demarcus Robinson,LAR,WR,L 16-19,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cin,Away,9/26/2023
2437,Kyle Philips,Ten,WR,L 3-27,0,,,,,,,,,,,,,,,,,Cle,Away,9/26/2023
2438,Malik Heath,GB,WR,W 18-17,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NO,Home,9/26/2023
2439,Jason Brownlee,NYJ,WR,L 10-15,0,,,,,,,,,,,,,,,,,NE,Home,9/26/2023
2440,Justin Shorter,Buf,WR,W 37-3,0,,,,,,,,,,,,,,,,,Wsh,Away,9/26/2023
2441,Gunner Olszewski,Pit,WR,W 23-18,0,,,,,,,,,,,,,,,,,LV,Away,9/26/2023
2442,Davis Mills,Hou,QB,W 37-17,0,,,,,,,,,,,,,,,,,Jax,Away,9/26/2023
2443,Tre Tucker,LV,WR,L 18-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pit,Home,9/26/2023
2444,Velus Jones Jr.,Chi,WR,L 10-41,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KC,Away,9/26/2023
2445,Xavier Hutchinson,Hou,WR,W 37-17,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jax,Away,9/26/2023
2446,Cam Newton,Car,QB,L 27-37,0,,,,,,,,,,,,,,,,,Sea,Away,9/26/2023
2447,Jordan Akins,Cle,TE,W 27-3,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,Home,9/26/2023
2448,Brycen Hopkins,LAR,TE,L 16-19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cin,Away,9/26/2023
2449,Tyler Kroft,Mia,TE,W 70-20,0,,,,,,,,,,,,,,,,,Den,Home,9/26/2023
2450,Antoine Green,Det,WR,W 20-6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atl,Home,9/26/2023
2451,Tre' McKitty,LAC,TE,W 28-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Min,Away,9/26/2023
2452,Patrick Ricard,Bal,RB,L 19-22,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ind,Home,9/26/2023
2453,Jeremy Ruckert,NYJ,TE,L 10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,Home,9/26/2023
2454,Teagan Quitoriano,Hou,TE,W 37-17,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jax,Away,9/26/2023
2455,Josiah Deguara,GB,TE,W 18-17,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,Home,9/26/2023
2456,Ross Dwelley,SF,TE,W 30-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYG,Home,9/26/2023
2457,Jake Funk,Ind,RB,W 22-19,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bal,Away,9/26/2023
2458,Parker Washington,Jax,WR,L 17-37,0,,,,,,,,,,,,,,,,,Hou,Home,9/26/2023
2459,Easton Stick,LAC,QB,W 28-24,0,,,,,,,,,,,,,,,,,Min,Away,9/26/2023
2460,Nick Mullens,Min,QB,L 24-28,0,,,,,,,,,,,,,,,,,LAC,Home,9/26/2023
2461,SSPD,Sea,WR,W 37-27,0,,,,,,,,,,,,,,,,,Car,Home,9/26/2023
2462,Britain Covey,Phi,WR,W 25-11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,Away,9/26/2023
2463,Le'Veon Bell,TB,RB,L 11-25,0,,,,,,,,,,,,,,,,,Phi,Home,9/26/2023
2464,Reggie Gilliam,Buf,RB,W 37-3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wsh,Away,9/26/2023
2465,Scott Miller,Atl,WR,L 6-20,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Det,Away,9/26/2023
2466,Miles Boykin,Pit,WR,W 23-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LV,Away,9/26/2023
