,PLAYER NAME,PLAYER TEAM,PLAYER POSITION,STATUS,PROJ,PASSING YDS,PASSING TD,PASSING INT,RUSHING CAR,RUSHING YDS,RUSHING TD,RECEIVING REC,RECEIVING YDS,RECEIVING TD,RECEIVING TAR,MISC 2PC,MISC FUML,MISC TD,TOTAL,PASSING COMPLETION,PASSING ATTEMPTS,Opponent,Location,Date
553,Devin Smith,Car,WR,L 10-24,0,,,,,,,,,,,,,,,,,Atl,Away,9/12/2023
554,Logan Woodside,Atl,QB,W 24-10,0,,,,,,,,,,,,,,,,,Car,Home,9/12/2023
555,Michael Woods II,Cle,WR,W 24-3,0,,,,,,,,,,,,,,,,,Cin,Home,9/12/2023
556,David Wells,TB,TE,W 20-17,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Min,Away,9/12/2023
557,Shane Zylstra,Det,TE,W 21-20,0,,,,,,,,,,,,,,,,,KC,Away,9/12/2023
558,Irvin Charles,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
559,Taiwan Jones,NYG,RB,L 0-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dal,Home,9/12/2023
560,Kenny Yeboah,NYJ,TE,W 22-16,0,,,,,,,,,,,,,,,,,Buf,Home,9/12/2023
561,Austin Walter,LV,RB,W 17-16,0,,,,,,,,,,,,,,,,,Den,Away,9/12/2023
562,Feleipe Franks,Atl,TE,W 24-10,0,,,,,,,,,,,,,,,,,Car,Home,9/12/2023
563,Brittain Brown,LV,RB,W 17-16,0,,,,,,,,,,,,,,,,,Den,Away,9/12/2023
564,Tom Kennedy,Det,WR,W 21-20,0,,,,,,,,,,,,,,,,,KC,Away,9/12/2023
565,Zach Davidson,Buf,TE,L 16-22,0,,,,,,,,,,,,,,,,,NYJ,Away,9/12/2023
566,Tommy Sweeney,NYG,TE,L 0-40,0,,,,,,,,,,,,,,,,,Dal,Home,9/12/2023
567,Antonio Gandy-Golden,Wsh,TE,W 20-16,0,,,,,,,,,,,,,,,,,Ari,Home,9/12/2023
568,Parker Hesse,Atl,TE,W 24-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Car,Home,9/12/2023
569,Jack Doyle,Ind,TE,L 21-31,0,,,,,,,,,,,,,,,,,Jax,Home,9/12/2023
570,Cethan Carter,Mia,TE,W 36-34,0,,,,,,,,,,,,,,,,,LAC,Away,9/12/2023
571,Troy Hairston,Hou,RB,L 9-25,0,,,,,,,,,,,,,,,,,Bal,Away,9/12/2023
572,Ben Ellefson,Min,TE,L 17-20,0,,,,,,,,,,,,,,,,,TB,Home,9/12/2023
573,Seth Williams,Jax,WR,W 31-21,0,,,,,,,,,,,,,,,,,Ind,Away,9/12/2023
574,Stephen Sullivan,Car,TE,L 10-24,0,,,,,,,,,,,,,,,,,Atl,Away,9/12/2023
575,Juwann Winfree,Ind,WR,L 21-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jax,Home,9/12/2023
576,Curtis Hodges,Wsh,TE,W 20-16,0,,,,,,,,,,,,,,,,,Ari,Home,9/12/2023
577,Chris Hogan,NO,WR,W 16-15,0,,,,,,,,,,,,,,,,,Ten,Home,9/12/2023
578,Kaden Smith,Wsh,TE,W 20-16,0,,,,,,,,,,,,,,,,,Ari,Home,9/12/2023
579,Sammis Reyes,Jax,TE,W 31-21,0,,,,,,,,,,,,,,,,,Ind,Away,9/12/2023
580,Brandon Dillon,Wsh,TE,W 20-16,0,,,,,,,,,,,,,,,,,Ari,Home,9/12/2023
581,Chris Myarick,NYG,TE,L 0-40,0,,,,,,,,,,,,,,,,,Dal,Home,9/12/2023
582,Malcolm Perry,NE,WR,L 20-25,0,,,,,,,,,,,,,,,,,Phi,Home,9/12/2023
583,Diontae Spencer,NYJ,WR,W 22-16,0,,,,,,,,,,,,,,,,,Buf,Home,9/12/2023
584,Jake Browning,Cin,QB,L 3-24,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-0.1,0,1,Cle,Away,9/12/2023
585,Jamal Agnew,Jax,WR,W 31-21,3,0,0,0,2,-2,0,0,0,0,0,0,0,0,-0.2,0,0,Ind,Away,9/12/2023
586,Sam Darnold,SF,QB,W 30-7,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,-0.2,0,0,Pit,Away,9/12/2023
587,Keaontay Ingram,Ari,RB,L 16-20,3.7,0,0,0,5,-4,0,0,0,0,0,0,0,0,-0.4,0,0,Wsh,Away,9/12/2023
588,D'Ernest Johnson,Jax,RB,W 31-21,1.1,0,0,0,1,-4,0,0,0,0,0,0,0,0,-0.4,0,0,Ind,Away,9/12/2023
589,Kareem Hunt,Cle,RB,W 24-3,0,,,,,,,,,,,,,,,,,Cin,Home,9/12/2023
590,Melvin Gordon III,Bal,RB,W 25-9,0,,,,,,,,,,,,,,,,,Hou,Home,9/12/2023
591,Leonard Fournette,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
592,Zonovan Knight,Det,RB,W 21-20,0,,,,,,,,,,,,,,,,,KC,Away,9/12/2023
593,Kenyan Drake,Bal,RB,W 25-9,0,,,,,,,,,,,,,,,,,Hou,Home,9/12/2023
594,Malik Davis,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
595,Robbie Chosen,Mia,WR,W 36-34,0,,,,,,,,,,,,,,,,,LAC,Away,9/12/2023
596,Antonio Brown,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
597,Trevor Siemian,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
598,Rob Gronkowski,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
599,Kevin Harris,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
600,James Robinson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
601,Corey Clement,Ari,RB,L 16-20,0,,,,,,,,,,,,,,,,,Wsh,Away,9/12/2023
602,Adrian Peterson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
603,Julio Jones,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
604,Jermar Jefferson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
605,DeWayne McBride,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
606,Malik Cunningham,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
607,Trace McSorley,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
608,Colt McCoy,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
609,Zack Kuntz,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
610,Max Duggan,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
611,Deneric Prince,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
612,Matt Corral,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
613,Tanner Hudson,Cin,TE,L 3-24,0,,,,,,,,,,,,,,,,,Cle,Away,9/12/2023
614,John Kelly Jr.,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
615,Carson Wentz,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
616,Chase Cota,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
617,Jarvis Landry,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
618,Binjimen Victor,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
619,Mohamed Ibrahim,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
620,Joseph Ngata,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
621,Bryce Perkins,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
622,Roger Carter Jr.,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
623,Austin Watkins Jr.,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
624,Josh Gordon,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
625,David Moore,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
626,D'vonte Price,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
627,Joe Flacco,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
628,Matt Barkley,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
629,Derek Watt,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
630,Cole Beasley,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
631,Ben DiNucci,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
632,Grant DuBose,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
633,Mark Ingram II,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
634,A.J. Green,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
635,J.J. Taylor,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
636,Simi Fehoko,LAC,WR,L 34-36,0,,,,,,,,,,,,,,,,,Mia,Home,9/12/2023
637,Darrell Henderson Jr.,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
638,Mike Glennon,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
639,Jonathan Williams,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
640,Marquez Callaway,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
641,Matt Ryan,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
642,Rex Burkhead,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
643,Dan Arnold,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
644,Laquon Treadwell,Bal,WR,W 25-9,0,,,,,,,,,,,,,,,,,Hou,Home,9/12/2023
645,Snoop Conner,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
646,Anthony Brown,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
647,Nick Foles,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
648,KJ Hamler,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
649,Caleb Huntley,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
650,Kenny Golladay,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
651,Devon Allen,Phi,WR,W 25-20,0,,,,,,,,,,,,,,,,,NE,Away,9/12/2023
652,La'Mical Perine,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
653,Tim Boyle,NYJ,QB,W 22-16,0,,,,,,,,,,,,,,,,,Buf,Home,9/12/2023
654,Amari Rodgers,Ind,WR,L 21-31,0,,,,,,,,,,,,,,,,,Jax,Home,9/12/2023
655,PJ Walker,Cle,QB,W 24-3,0,,,,,,,,,,,,,,,,,Cin,Home,9/12/2023
656,Eric Saubert,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
657,Carson Strong,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
658,Adam Humphries,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
659,Chase Allen,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
660,Spencer Brown,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
661,Denzel Mims,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
662,Paul Quessenberry,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
663,Tyler Badie,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
664,T.Y. Hilton,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
665,Kurt Benkert,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
666,Jared Cook,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
667,Wendell Smallwood,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
668,Lew Nichols,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
669,Scotty Washington,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
670,David Johnson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
671,Sammy Watkins,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
672,Maurice Alexander,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
673,Chris Conley,SF,WR,W 30-7,0,,,,,,,,,,,,,,,,,Pit,Away,9/12/2023
674,Devonta Freeman,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
675,J.D. McKissic,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
676,Johnny Johnson III,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
677,Dante Pettis,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
678,Ian Book,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
679,Mataeo Durant,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
680,Dez Fitzpatrick,Pit,WR,L 7-30,0,,,,,,,,,,,,,,,,,SF,Home,9/12/2023
681,Jalen Wydermyer,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
682,Will Grier,NE,QB,L 20-25,0,,,,,,,,,,,,,,,,,Phi,Home,9/12/2023
683,Montrell Washington,KC,WR,L 20-21,0,,,,,,,,,,,,,,,,,Det,Home,9/12/2023
684,Damien Williams,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
685,Chris Carson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
686,Shi Smith,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
687,N'Keal Harry,Min,WR,L 17-20,0,,,,,,,,,,,,,,,,,TB,Home,9/12/2023
688,Darrynton Evans,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
689,Royce Freeman,LAR,RB,W 30-13,0,,,,,,,,,,,,,,,,,Sea,Away,9/12/2023
690,Braylon Sanders,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
691,Josh Adams,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
692,Andy Isabella,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
693,O.J. Howard,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
694,DeSean Jackson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
695,Dwayne Washington,Den,RB,L 16-17,0,,,,,,,,,,,,,,,,,LV,Home,9/12/2023
696,Shane Buechele,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
697,Ethan Fernea,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
698,Ethan Wolf,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
699,Benny Snell Jr.,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
700,Chris Oladokun,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
701,Kyle Rudolph,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
702,J.J. Arcega-Whiteside,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
703,SSPD,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
704,Greg Ward,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
705,Lucas Krull,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
706,Willie Snead IV,SF,WR,W 30-7,0,,,,,,,,,,,,,,,,,Pit,Away,9/12/2023
707,Hakeem Butler,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
708,Josh Rosen,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
709,Jake Fromm,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
710,Larry Rountree III,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
711,Kwamie Lassiter II,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
712,Zach Gentry,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
713,Darrel Williams,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
714,Tavon Austin,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
715,Rashard Higgins,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
716,Daylen Baldwin,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
717,D.J. Montgomery,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
718,Kellen Mond,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
719,Cade Johnson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
720,Nakia Griffin-Stewart,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
721,Danny Amendola,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
722,Matt Sokol,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
723,Kalen Ballage,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
724,Abram Smith,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
725,Steven Sims,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
726,Jake Tonges,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
727,Alex Erickson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
728,Reid Sinnett,Cin,QB,L 3-24,0,,,,,,,,,,,,,,,,,Cle,Away,9/12/2023
729,Mason Kinsey,Ten,WR,L 15-16,0,,,,,,,,,,,,,,,,,NO,Away,9/12/2023
730,Isaiah Ford,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
731,Kendall Hinton,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
732,Tyler Mabry,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
733,Ty'Son Williams,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
734,Isaiah Zuber,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
735,James Washington,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
736,Anthony Gordon,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
737,Phillip Lindsay,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
738,Marquez Stevenson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
739,Dontrell Hilliard,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
740,Jeremy Sprinkle,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
741,Bryan Edwards,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
742,Devin Asiasi,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
743,Racey McMath,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
744,KeeSean Johnson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
745,Breshad Perriman,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
746,Lynn Bowden Jr.,NO,WR,W 16-15,0,,,,,,,,,,,,,,,,,Ten,Home,9/12/2023
747,Malcolm Brown,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
748,T.J. Vasher,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
749,Derrick Gore,Wsh,RB,W 20-16,0,,,,,,,,,,,,,,,,,Ari,Home,9/12/2023
750,David Blough,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
751,Jaret Patterson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
752,William Fuller V,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
753,James O'Shaughnessy,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
754,Patrick Laird,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
755,Mike Thomas,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
756,Ryan Griffin,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
757,Tevin Coleman,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
758,Mike Davis,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
759,Demetric Felton Jr.,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
760,Duke Johnson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
761,Tyler Johnson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
762,Giovani Bernard,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
763,Cole McDonald,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
764,Chase Daniel,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
765,Pharoh Cooper,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
766,Tyree Jackson,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
767,Marcus Kemp,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
768,Trishton Jackson,Min,WR,L 17-20,0,,,,,,,,,,,,,,,,,TB,Home,9/12/2023
769,Brian Hill,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
770,Tarik Black,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
771,Javon Wims,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
772,Daurice Fountain,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
773,Jake Luton,NO,QB,W 16-15,0,,,,,,,,,,,,,,,,,Ten,Home,9/12/2023
774,Nikola Kalinic,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
775,Thaddeus Moss,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
776,Tanner Conner,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
777,Dillon Stoner,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
778,Tyrie Cleveland,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
779,Tay Martin,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
780,Ryan Griffin,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
781,Trey Edmunds,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
782,Ricky Seals-Jones,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
783,Trestan Ebner,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
784,Chris Streveler,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
785,Emmanuel Sanders,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
786,Damarea Crockett,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
787,Jason Huntley,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
788,Lance McCutcheon,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
789,Jeff Driskel,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
790,Jalen Richard,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
791,Chester Rogers,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
792,Andy Janovich,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
793,Nick Bowers,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
794,Cullen Gillaspia,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
795,Devine Ozigbo,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
796,Kyric McGowan,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
797,James Proche II,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
798,Vyncint Smith,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
799,Dennis Houston,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
800,Cameron Brate,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
801,Jaylen Samuels,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
802,Jaydon Mickens,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
803,Kenjon Barner,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
804,Devontae Booker,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
805,Bo Melton,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
806,Alex Armah,Wsh,RB,W 20-16,0,,,,,,,,,,,,,,,,,Ari,Home,9/12/2023
807,Nate Stanley,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
808,Garrett Gilbert,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
809,Josh Johnson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
810,Malik Turner,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
811,Austin Trammell,LAR,WR,W 30-13,0,,,,,,,,,,,,,,,,,Sea,Away,9/12/2023
812,Trinity Benson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
813,Cam Sims,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
814,Wayne Gallman,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
815,Freddie Swain,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
816,Kevin Hogan,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
817,Jacob Eason,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
818,Tony Poljan,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
819,JaQuan Hardy,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
820,Nick Ralston,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
821,Jacques Patrick,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
822,Keelan Cole Sr.,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
823,John Wolford,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
824,Ross Travis,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
825,Elijhaa Penny,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
826,DJ Turner,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
827,Nate McCrary,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
828,Davis Webb,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
829,Sean Mannion,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
830,Kylin Hill,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
831,Lee Smith,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
832,Danny Etling,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
833,Jeremy McNichols,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
834,James Morgan,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
835,Peyton Barber,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
836,Hunter Kampmoyer,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
837,Damiere Byrd,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
